country,lat,lon
CHE,47.508007,7.5533179
CHE,47.508007,7.5533179
CHE,46.817522,7.1288836
CHE,47.454134,7.7360175
CHE,47.454134,7.7360175
CHE,46.817522,7.1288836
CHE,47.443062,8.3626103
CHE,47.494034,7.5932032
CHE,47.58523878,7.65057994
CHE,47.443062,8.3626103
CHE,47.072173,8.364586
CHE,47.464714,7.8523881
CHE,47.46376225,7.81393609
CHE,47.072173,8.364586
CHE,47.46376225,7.81393609
CHE,46.965888,6.8542001
CHE,46.965888,6.8542001
CHE,46.921954,6.624749
CHE,47.40077332,8.43884761
CHE,47.4997426,8.0357697
CHE,47.40087953,8.43883823
CHE,47.18588693,8.73684241
CHE,46.899064,8.250521
CHE,46.921954,6.624749
CHE,47.4778398,7.6024748
CHE,47.40082597,8.43884225
CHE,47.417505,7.0776776
CHE,47.58523878,7.65057994
CHE,47.18588693,8.73684241
CHE,47.18588693,8.73684241
CHE,46.15570824,8.77016474
CHE,47.321694,7.964122
CHE,47.464714,7.8523881
CHE,47.321714,7.964275
CHE,46.899064,8.250521
CHE,47.40087953,8.43883823
CHE,47.321714,7.964275
CHE,46.15570824,8.77016474
CHE,46.15984731,8.77405662
CHE,47.4997426,8.0357697
CHE,47.40077332,8.43884761
CHE,47.40082597,8.43884225
CHE,47.417505,7.0776776
CHE,46.546313,6.568244
CHE,46.15984731,8.77405662
CHE,46.15174637,8.77191322
CHE,47.321742,7.964458
CHE,46.546313,6.568244
CHE,47.321694,7.964122
CHE,47.520672,8.791654
CHE,47.321742,7.964458
CHE,46.15174637,8.77191322
CHE,47.39673789,8.48591995
CHE,47.4778398,7.6024748
CHE,47.418371,8.373701
CHE,47.197881,7.5964834
CHE,47.197881,7.5964834
CHE,47.00787296,8.4836108
CHE,47.418371,8.373701
CHE,47.418371,8.373701
CHE,47.424099,8.3677
CHE,47.00787296,8.4836108
CHE,47.418371,8.373701
CHE,47.15152,8.115431
CHE,47.00787296,8.4836108
CHE,47.00787296,8.4836108
CHE,47.00787296,8.4836108
CHE,47.00787296,8.4836108
CHE,47.00787296,8.4836108
CHE,47.00787296,8.4836108
CHE,47.00787296,8.4836108
CHE,47.562155,7.6115155
CHE,47.00787296,8.4836108
CHE,47.562155,7.6115155
CHE,47.562155,7.6115155
CHE,47.562155,7.6115155
CHE,47.562155,7.6115155
CHE,46.727515,7.627741
CHE,47.3914897,8.0495286
CHE,47.3914897,8.0495286
CHE,47.3914897,8.0495286
CHE,47.198287,7.523727
CHE,46.245126,6.19333
CHE,46.504373,6.488969
CHE,46.22685,6.058581
CHE,47.569857,7.603699
CHE,47.3914897,8.0495286
CHE,46.22685,6.058581
CHE,46.22685,6.058581
CHE,46.963746,7.3841
CHE,47.2999516,8.76821959
CHE,47.32727281,8.57493518
CHE,46.30969345,6.94236665
CHE,46.643766,6.6362293
CHE,47.06825773,7.60219997
CHE,47.569857,7.603699
CHE,47.21320634,7.7892568
CHE,47.539258,7.5759825
CHE,47.04409374,6.8967542
CHE,46.894163,7.2991762
CHE,47.04409374,6.8967542
CHE,46.22685,6.058581
CHE,47.21320634,7.7892568
CHE,47.287422,7.7093042
CHE,47.32727281,8.57493518
CHE,47.463428,7.8146454
CHE,46.21934257,7.35095016
CHE,47.2999516,8.76821959
CHE,46.894163,7.2991762
CHE,46.643766,6.6362293
CHE,47.47055,7.5962704
CHE,47.46157238,8.52428
CHE,47.32727281,8.57493518
CHE,47.040181,8.1801743
CHE,46.30969345,6.94236665
CHE,47.21320634,7.7892568
CHE,47.287422,7.7093042
CHE,47.04409374,6.8967542
CHE,47.46157238,8.52428
CHE,47.287422,7.7093042
CHE,47.16769051,8.72741348
CHE,46.643766,6.6362293
CHE,46.17560071,8.79063707
CHE,47.47055,7.5962704
CHE,47.16769051,8.72741348
CHE,47.539258,7.5759825
CHE,47.463428,7.8146454
CHE,47.16769051,8.72741348
CHE,46.797782,7.6836351
CHE,46.797782,7.6836351
CHE,47.55533646,8.76881964
CHE,47.34015476,8.51948463
CHE,47.55533646,8.76881964
CHE,47.34015476,8.51948463
CHE,47.39634584,8.51198911
CHE,47.39634584,8.51198911
CHE,47.37942158,8.55247418
CHE,47.3955898,8.50533068
CHE,47.3955898,8.50533068
CHE,47.485479,7.731362
CHE,47.37942158,8.55247418
CHE,47.485479,7.731362
CHE,47.36845041,8.49658962
CHE,47.36845041,8.49658962
CHE,47.538586,7.73407
CHE,47.538586,7.73407
CHE,47.53684897,7.7464011
CHE,47.538586,7.73407
CHE,47.53684897,7.7464011
CHE,47.53684897,7.7464011
CHE,46.546275,6.568307
CHE,47.538586,7.73407
CHE,47.53684897,7.7464011
CHE,47.53684897,7.7464011
CHE,46.546275,6.568307
CHE,46.546239,6.56837
CHE,46.546239,6.56837
CHE,46.546239,6.56837
CHE,46.546239,6.56837
CHE,47.4974795,8.7611817
CHE,47.4974795,8.7611817
CHE,47.4974795,8.7611817
CHE,47.740375,8.715315
CHE,47.740375,8.715315
CHE,47.251746,8.694469
CHE,47.4974795,8.7611817
CHE,46.940082,7.144918
CHE,46.940082,7.144918
CHE,47.08409265,6.79622911
CHE,47.08409265,6.79622911
CHE,47.171512,7.5729303
CHE,46.940082,7.144918
CHE,46.980096,7.7397308
CHE,46.940107,7.144884
CHE,46.980096,7.7397308
CHE,47.251746,8.694469
CHE,46.18448237,7.02641968
CHE,47.366701,8.781923
CHE,47.366701,8.781923
CHE,46.980096,7.7397308
CHE,46.18448237,7.02641968
CHE,46.18448237,7.02641968
CHE,46.122049,7.111604
CHE,47.08409265,6.79622911
CHE,46.122049,7.111604
CHE,47.08409265,6.79622911
CHE,46.940107,7.144884
CHE,46.940082,7.144918
CHE,47.171512,7.5729303
CHE,47.171512,7.5729303
CHE,46.12529,7.118383
CHE,47.2024069,7.7825874
CHE,46.886627,7.3890768
CHE,46.12529,7.118383
CHE,47.185967,8.4585
CHE,47.185967,8.4585
CHE,47.35964829,8.78674588
CHE,46.907306,7.2356494
CHE,47.35964829,8.78674588
CHE,46.39743927,6.20660376
CHE,47.3626344,8.7919543
CHE,46.39710427,6.20599173
CHE,46.39743927,6.20660376
CHE,46.39710427,6.20599173
CHE,46.39710427,6.20599173
CHE,46.39710427,6.20599173
CHE,46.52744944,6.59354721
CHE,47.4140528,8.5491639
CHE,47.3899821,8.0488319
CHE,47.55173427,8.5654931
CHE,47.55174515,8.56558224
CHE,47.414876,8.5525848
CHE,47.19433187,7.69661594
CHE,47.2024069,7.7825874
CHE,47.3899821,8.0488319
CHE,47.3626344,8.7919543
CHE,45.98614168,8.94416943
CHE,45.98614168,8.94416943
CHE,46.306736,7.961126
CHE,47.369521,8.770798
CHE,47.416179,8.506866
CHE,46.39743927,6.20660376
CHE,47.369521,8.770798
CHE,47.42412747,8.21829653
CHE,47.563966,7.5946533
CHE,46.223716,7.2948896
CHE,46.223716,7.2948896
CHE,46.39743927,6.20660376
CHE,47.185967,8.4585
CHE,46.39710427,6.20599173
CHE,46.886627,7.3890768
CHE,46.39743927,6.20660376
CHE,46.907306,7.2356494
CHE,47.4140528,8.5491639
CHE,47.414876,8.5525848
CHE,46.39710427,6.20599173
CHE,47.42412747,8.21829653
CHE,47.312561,8.5280433
CHE,46.30987918,6.94229459
CHE,46.39743927,6.20660376
CHE,46.52744944,6.59354721
CHE,46.223716,7.2948896
CHE,47.643887,8.60593
CHE,46.306736,7.961126
CHE,46.30987918,6.94229459
CHE,47.56553,7.6085279
CHE,47.312561,8.5280433
CHE,45.98614168,8.94416943
CHE,47.56553,7.6085279
CHE,45.98614168,8.94416943
CHE,45.98614168,8.94416943
CHE,46.223716,7.2948896
CHE,47.563966,7.5946533
CHE,47.643887,8.60593
CHE,47.548062,7.5652049
CHE,47.56223,7.5774551
CHE,47.564223,7.6183257
CHE,47.56223,7.5774551
CHE,47.564223,7.6183257
CHE,47.562527,7.6247012
CHE,47.562527,7.6247012
CHE,47.548062,7.5652049
CHE,47.558144,7.6046492
CHE,47.548182,7.5738879
CHE,47.548182,7.5738879
CHE,47.56788,7.5865493
CHE,47.580149,7.5926209
CHE,47.56788,7.5865493
CHE,47.555231,7.6089712
CHE,47.555231,7.6089712
CHE,47.566835,7.5807951
CHE,47.547264,7.5598857
CHE,47.580149,7.5926209
CHE,47.552332,7.5812989
CHE,47.561274,7.5696594
CHE,47.562434,7.603939
CHE,47.561274,7.5696594
CHE,47.55104,7.56112
CHE,47.552332,7.5812989
CHE,47.554119,7.5688316
CHE,47.551343,7.578572
CHE,47.41891951,8.39363555
CHE,47.558144,7.6046492
CHE,47.566835,7.5807951
CHE,46.125376,7.118511
CHE,47.548277,7.5762473
CHE,47.551343,7.578572
CHE,47.546489,7.6067103
CHE,46.125376,7.118511
CHE,47.557291,7.5788351
CHE,47.39064793,8.51733646
CHE,47.39064793,8.51733646
CHE,47.548277,7.5762473
CHE,47.41891951,8.39363555
CHE,46.306684,7.961129
CHE,47.39064793,8.51733646
CHE,47.41891951,8.39363555
CHE,47.39064793,8.51733646
CHE,47.39064793,8.51733646
CHE,47.547264,7.5598857
CHE,47.187667,7.8485458
CHE,47.39064793,8.51733646
CHE,47.557291,7.5788351
CHE,47.39064793,8.51733646
CHE,47.39064793,8.51733646
CHE,47.1443652,8.438942
CHE,47.41891951,8.39363555
CHE,47.187667,7.8485458
CHE,47.554119,7.5688316
CHE,46.125376,7.118511
CHE,47.562434,7.603939
CHE,47.39064793,8.51733646
CHE,46.306684,7.961129
CHE,47.39064793,8.51733646
CHE,47.2025,7.7829
CHE,47.1443652,8.438942
CHE,47.39064793,8.51733646
CHE,47.55104,7.56112
CHE,47.559879,7.5997918
CHE,46.125376,7.118511
CHE,46.306684,7.961129
CHE,46.306684,7.961129
CHE,47.559879,7.5997918
CHE,47.39064793,8.51733646
CHE,47.2025,7.7829
CHE,47.546489,7.6067103
CHE,47.39064793,8.51733646
CHE,47.39064793,8.51733646
CHE,47.39037555,8.51814917
CHE,47.39064793,8.51733646
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.39037555,8.51814917
CHE,47.44953301,8.2149119
CHE,47.184508,8.111968
CHE,47.44953301,8.2149119
CHE,47.184508,8.111968
CHE,47.44953301,8.2149119
CHE,47.17267597,8.51780795
CHE,47.482325,7.7442236
CHE,47.184508,8.111968
CHE,47.39037555,8.51814917
CHE,47.184508,8.111968
CHE,47.17267597,8.51780795
CHE,47.184508,8.111968
CHE,47.482325,7.7442236
CHE,47.1726884,8.51775819
CHE,47.1726884,8.51775819
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.172656,8.517915
CHE,47.39046635,8.51788631
CHE,47.302624,8.720338
CHE,47.302624,8.720338
CHE,47.367778,8.496389
CHE,47.172702,8.51769516
CHE,46.466945,7.433182
CHE,47.172666,8.517861
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.172656,8.517915
CHE,47.39046635,8.51788631
CHE,47.448836,8.4630656
CHE,47.448836,8.4630656
CHE,47.39046635,8.51788631
CHE,47.39046635,8.51788631
CHE,47.172702,8.51769516
CHE,47.172666,8.517861
CHE,47.367778,8.496389
CHE,47.302624,8.720338
CHE,47.172642,8.517985
CHE,47.17271769,8.51762751
CHE,47.17271769,8.51762751
CHE,47.17271769,8.51762751
CHE,47.172642,8.517985
CHE,47.015929,8.644985
CHE,47.160497,7.5264891
CHE,47.160497,7.5264891
CHE,47.160497,7.5264891
CHE,47.015929,8.644985
CHE,47.015929,8.644985
CHE,47.674625,8.614596
CHE,47.298965,8.838333
CHE,46.82850702,6.92837027
CHE,47.674865,8.61454
CHE,47.674865,8.61454
CHE,47.48844,8.44705
CHE,47.38336426,8.66857256
CHE,47.38336426,8.66857256
CHE,47.49545435,8.75774895
CHE,47.146849,8.4323904
CHE,47.211885,7.5126834
CHE,46.788417,7.6057003
CHE,47.49545435,8.75774895
CHE,47.015929,8.644985
CHE,47.015929,8.644985
CHE,46.82850702,6.92837027
CHE,46.82850702,6.92837027
CHE,46.922854,7.4159166
CHE,47.490707,7.714362
CHE,47.32725761,8.80188349
CHE,47.18594428,8.45780874
CHE,47.18594428,8.45780874
CHE,47.674625,8.614596
CHE,47.674625,8.614596
CHE,47.298965,8.838333
CHE,47.674625,8.614596
CHE,47.674625,8.614596
CHE,47.674625,8.614596
CHE,47.674865,8.61454
CHE,47.674865,8.61454
CHE,47.674865,8.61454
CHE,47.674865,8.61454
CHE,47.38336426,8.66857256
CHE,47.38336426,8.66857256
CHE,47.49540905,8.75788306
CHE,47.48844,8.44705
CHE,46.780582,7.6093617
CHE,46.955253,7.4842691
CHE,47.49540905,8.75788306
CHE,46.922854,7.4159166
CHE,46.780582,7.6093617
CHE,46.955253,7.4842691
CHE,47.490707,7.714362
CHE,46.47708332,6.40248919
CHE,46.47708332,6.40248919
CHE,47.146849,8.4323904
CHE,46.47708332,6.40248919
CHE,46.47708332,6.40248919
CHE,46.473887,7.1337603
CHE,46.473887,7.1337603
CHE,47.602775,8.6882805
CHE,47.602775,8.6882805
CHE,47.32725761,8.80188349
CHE,47.211885,7.5126834
CHE,46.788417,7.6057003
CHE,47.502221,8.7746183
CHE,47.256774,8.8505268
CHE,47.502221,8.7746183
CHE,47.525897,7.6970898
CHE,47.525897,7.6970898
CHE,46.929424,7.561634
CHE,47.41292473,8.59138665
CHE,47.41292473,8.59138665
CHE,47.41292473,8.59138665
CHE,47.38261,8.56716
CHE,47.256774,8.8505268
CHE,46.521027,8.635558
CHE,47.41292473,8.59138665
CHE,46.389786,8.890223
CHE,47.503023,7.8652919
CHE,47.38261,8.56716
CHE,46.521027,8.635558
CHE,47.191871,7.3980907
CHE,46.929424,7.561634
CHE,47.191871,7.3980907
CHE,47.07048543,8.29036686
CHE,47.5807414,7.59638133
CHE,46.929424,7.561634
CHE,47.4944952,8.44899152
CHE,47.5807414,7.59638133
CHE,47.437579,7.8103463
CHE,46.929424,7.561634
CHE,46.98859,7.462778
CHE,47.4944952,8.44899152
CHE,47.4944952,8.44899152
CHE,47.4944952,8.44899152
CHE,46.8772308,7.0317451
CHE,47.226461,7.617278
CHE,46.8772308,7.0317451
CHE,47.226461,7.617278
CHE,47.4193147,8.5568084
CHE,47.183647,8.11087
CHE,47.44527014,8.35641796
CHE,47.224354,8.822551
CHE,47.5807414,7.59638133
CHE,47.226461,7.617278
CHE,47.224354,8.822551
CHE,47.33317452,7.82129876
CHE,46.389786,8.890223
CHE,47.4193147,8.5568084
CHE,47.5807414,7.59638133
CHE,47.4193147,8.5568084
CHE,47.5807414,7.59638133
CHE,46.067064,7.776328
CHE,47.44527014,8.35641796
CHE,47.5807414,7.59638133
CHE,47.33317452,7.82129876
CHE,46.8772308,7.0317451
CHE,47.191871,7.39809073
CHE,46.69124854,6.91494417
CHE,47.183647,8.11087
CHE,47.07836,8.27828
CHE,46.69124854,6.91494417
CHE,46.8772308,7.0317451
CHE,46.98859,7.462778
CHE,46.8772308,7.0317451
CHE,47.5807414,7.59638133
CHE,46.8772308,7.0317451
CHE,47.226461,7.617278
CHE,47.07836,8.27828
CHE,46.067064,7.776328
CHE,47.44527014,8.35641796
CHE,47.191871,7.39809073
CHE,47.07836,8.27828
CHE,47.5807414,7.59638133
CHE,47.33317452,7.82129876
CHE,47.5807414,7.59638133
CHE,46.526916,6.5272198
CHE,46.526916,6.5272198
CHE,46.526916,6.5272198
CHE,47.496625,8.7159669
CHE,47.496625,8.7159669
CHE,47.415278,8.563333
CHE,47.415278,8.563333
CHE,47.247203,7.961748
CHE,47.338611,8.538889
CHE,47.247203,7.961748
CHE,47.3625,8.560278
CHE,47.338611,8.538889
CHE,47.3625,8.560278
CHE,47.338611,8.538889
CHE,47.338611,8.538889
CHE,47.448759,8.565889
CHE,46.21727814,6.06594576
CHE,46.21727814,6.06594576
CHE,46.66836513,6.80044838
CHE,47.448759,8.565889
CHE,47.4140895,8.39905849
CHE,47.4140895,8.39905849
CHE,47.225409,8.81996
CHE,46.66836513,6.80044838
CHE,47.36026881,7.38244261
CHE,47.225409,8.81996
CHE,47.36026881,7.38244261
CHE,47.36026881,7.38244261
CHE,47.36026881,7.38244261
CHE,47.30432,8.824393
CHE,47.30432,8.824393
CHE,47.1845536,8.5218977
CHE,46.95130272,7.39492291
CHE,47.1845536,8.5218977
CHE,46.95130272,7.39492291
CHE,47.33325678,7.82149926
CHE,47.63420251,8.79561099
CHE,47.33325678,7.82149926
CHE,47.33325678,7.82149926
CHE,47.63420251,8.79561099
CHE,47.448819,8.565926
CHE,46.387905,6.219887
CHE,46.387905,6.219887
CHE,47.448819,8.565926
CHE,47.448761,8.4628546
CHE,47.10066871,8.2011166
CHE,47.448761,8.4628546
CHE,47.404722,8.594167
CHE,47.404722,8.594167
CHE,47.532709,7.5953659
CHE,47.33325678,7.82149926
CHE,47.1845536,8.5218977
CHE,47.10070523,8.20102875
CHE,46.387915,6.219856
CHE,46.387915,6.219856
CHE,47.404722,8.594167
CHE,46.387915,6.219856
CHE,47.404722,8.594167
CHE,47.566742,7.5760034
CHE,47.404722,8.594167
CHE,47.566742,7.5760034
CHE,47.564089,7.5977353
CHE,47.532709,7.5953659
CHE,47.393541,8.656194
CHE,47.564089,7.5977353
CHE,47.567163,7.5595107
CHE,47.577431,7.5894129
CHE,47.567163,7.5595107
CHE,47.398594,8.46097
CHE,47.393541,8.656194
CHE,46.900233,8.248034
CHE,47.398594,8.46097
CHE,47.445228,8.3564242
CHE,47.246099,8.646095
CHE,47.577431,7.5894129
CHE,47.576801,7.6422329
CHE,47.14499132,8.43951491
CHE,47.576801,7.6422329
CHE,47.14499132,8.43951491
CHE,47.08002248,8.29908996
CHE,47.14499132,8.43951491
CHE,47.541764,7.5880928
CHE,47.539736,7.5878012
CHE,47.448784,8.565785
CHE,47.570218,7.5923061
CHE,47.27483514,8.82876999
CHE,47.27483514,8.82876999
CHE,46.900233,8.248034
CHE,47.41162141,8.61805568
CHE,47.246099,8.646095
CHE,47.13108074,7.99894788
CHE,47.27483514,8.82876999
CHE,47.50504514,8.54048087
CHE,47.13102919,7.99893045
CHE,47.570218,7.5923061
CHE,47.14499132,8.43951491
CHE,47.544128,7.5950751
CHE,47.541764,7.5880928
CHE,47.27483514,8.82876999
CHE,47.559685,7.5823222
CHE,47.14499132,8.43951491
CHE,47.14499132,8.43951491
CHE,47.27483514,8.82876999
CHE,47.563517,7.5656292
CHE,46.28043935,7.51029162
CHE,46.964685,7.470182
CHE,47.27483514,8.82876999
CHE,47.27483514,8.82876999
CHE,47.27483514,8.82876999
CHE,47.27483514,8.82876999
CHE,47.50504514,8.54048087
CHE,47.27483514,8.82876999
CHE,46.789964,6.6229948
CHE,47.08002248,8.29908996
CHE,47.539736,7.5878012
CHE,47.50504514,8.54048087
CHE,47.41162141,8.61805568
CHE,47.559685,7.5823222
CHE,47.448784,8.565785
CHE,47.558783,7.5678802
CHE,46.789964,6.6229948
CHE,47.558783,7.5678802
CHE,46.28043935,7.51029162
CHE,47.544128,7.5950751
CHE,47.563517,7.5656292
CHE,47.448784,8.565785
CHE,46.964685,7.470182
CHE,46.28043935,7.51029162
CHE,46.28043935,7.51029162
CHE,47.30204945,8.76263186
CHE,47.32045,8.053402
CHE,47.30204945,8.76263186
CHE,47.22353903,7.09911402
CHE,47.22353903,7.09911402
CHE,46.746864,7.596014
CHE,47.33611731,8.02612936
CHE,47.31402629,8.0529435
CHE,46.746864,7.596014
CHE,47.69661627,8.5706945
CHE,47.38194093,8.05926172
CHE,46.746864,7.596014
CHE,47.38194093,8.05926172
CHE,47.69661627,8.5706945
CHE,47.321267,8.037676
CHE,47.38194093,8.05926172
CHE,47.366617,8.042915
CHE,47.392239,8.050313
CHE,47.244114,8.040485
CHE,47.31402629,8.0529435
CHE,47.36966,8.0432
CHE,47.393822,8.047631
CHE,47.380019,8.054698
CHE,47.33611731,8.02612936
CHE,47.392239,8.050313
CHE,47.4412494,8.45791953
CHE,47.452631,8.650909
CHE,47.39254,8.046654
CHE,47.396222,8.057847
CHE,47.396222,8.057847
CHE,47.244114,8.040485
CHE,47.38194093,8.05926172
CHE,46.746864,7.596014
CHE,47.452631,8.650909
CHE,47.38842248,8.0397318
CHE,47.394989,8.043476
CHE,47.36966,8.0432
CHE,47.3887847,8.04272822
CHE,47.36966,8.0432
CHE,47.39290336,8.06482538
CHE,47.349918,8.051377
CHE,47.39290336,8.06482538
CHE,47.271433,8.063904
CHE,47.39290336,8.06482538
CHE,47.349918,8.051377
CHE,47.35833265,8.36510738
CHE,47.39254,8.046654
CHE,47.39290336,8.06482538
CHE,47.3965067,8.00798735
CHE,47.349918,8.051377
CHE,47.393822,8.047631
CHE,47.405198,8.008649
CHE,46.05273213,7.08352301
CHE,47.380019,8.054698
CHE,47.244114,8.040485
CHE,47.3887847,8.04272822
CHE,47.244114,8.040485
CHE,47.39254,8.046654
CHE,47.38842248,8.0397318
CHE,47.44884,8.565811
CHE,47.366617,8.042915
CHE,47.39254,8.046654
CHE,47.36966,8.0432
CHE,47.394989,8.043476
CHE,47.4412494,8.45791953
CHE,47.271433,8.063904
CHE,47.405198,8.008649
CHE,47.44884,8.565811
CHE,47.3965067,8.00798735
CHE,47.349918,8.051377
CHE,47.452631,8.650909
CHE,47.392733,8.066258
CHE,47.392733,8.066258
CHE,47.392733,8.066258
CHE,47.392733,8.066258
CHE,47.392733,8.066258
CHE,47.392733,8.066258
CHE,47.392733,8.066258
CHE,46.44209,7.45674001
CHE,46.44209,7.45674001
CHE,47.392733,8.066258
CHE,47.389352,8.073515
CHE,47.389352,8.073515
CHE,47.387807,8.075279
CHE,47.387807,8.075279
CHE,47.26417393,8.01089843
CHE,47.26417393,8.01089843
CHE,47.3911529,8.0496782
CHE,47.408705,8.59143836
CHE,47.3911529,8.0496782
CHE,47.3911529,8.0496782
CHE,47.3911529,8.0496782
CHE,47.3911529,8.0496782
CHE,47.530693,8.852687
CHE,47.0785322,7.3042671
CHE,47.388118,8.752624
CHE,47.388118,8.752624
CHE,47.0785322,7.3042671
CHE,47.530693,8.852687
CHE,47.0785322,7.3042671
CHE,47.530693,8.852687
CHE,47.0785322,7.3042671
CHE,47.274902,8.8251047
CHE,47.274902,8.8251047
CHE,47.373004,8.5307315
CHE,46.97099916,7.35693352
CHE,47.274881,8.8250101
CHE,47.274902,8.8251047
CHE,47.274881,8.8250101
CHE,47.373004,8.5307315
CHE,46.527097,6.603096
CHE,46.527097,6.603096
CHE,47.274881,8.8250101
CHE,47.434546,7.5214198
CHE,46.527097,6.603096
CHE,46.527097,6.603096
CHE,47.270667,8.208422
CHE,47.434546,7.5214198
CHE,47.03456,8.242149
CHE,47.270667,8.208422
CHE,47.18571818,8.45789809
CHE,47.03456,8.242149
CHE,47.03456,8.242149
CHE,47.03456,8.242149
CHE,47.18571818,8.45789809
CHE,47.4759363,8.3064669
CHE,47.4759363,8.3064669
CHE,47.4759363,8.3064669
CHE,47.49501305,8.71295678
CHE,47.4759363,8.3064669
CHE,47.4759363,8.3064669
CHE,47.49501305,8.71295678
CHE,47.4759363,8.3064669
CHE,47.49501305,8.71295678
CHE,47.39244438,8.06474561
CHE,47.49501305,8.71295678
CHE,47.39244438,8.06474561
CHE,47.49501305,8.71295678
CHE,46.902184,7.3558745
CHE,47.39244438,8.06474561
CHE,47.49501305,8.71295678
CHE,46.902184,7.3558745
CHE,46.6437884,6.63633047
CHE,47.70227013,8.64794379
CHE,47.70123932,8.64904427
CHE,47.39244438,8.06474561
CHE,47.70123932,8.64904427
CHE,47.01342518,6.98464335
CHE,47.01342518,6.98464335
CHE,47.70227013,8.64794379
CHE,47.52850526,8.5321581
CHE,47.5048507,8.59761516
CHE,47.52850526,8.5321581
CHE,47.01342518,6.98464335
CHE,47.194414,7.6965367
CHE,47.5048507,8.59761516
CHE,47.39845722,8.494207
CHE,47.39845722,8.494207
CHE,47.56465282,7.60171305
CHE,47.55686213,7.54545973
CHE,47.56465282,7.60171305
CHE,47.55686213,7.54545973
CHE,47.41513,8.7206226
CHE,47.55686213,7.54545973
CHE,47.55686213,7.54545973
CHE,47.41513,8.7206226
CHE,47.237554,8.194744
CHE,47.04363,7.50302
CHE,46.773011,7.630969
CHE,47.41513,8.7206226
CHE,47.37814375,8.51600705
CHE,47.364818,8.5569977
CHE,47.364818,8.5569977
CHE,46.875382,7.557417
CHE,47.00549089,7.68007756
CHE,47.56488,7.5645956
CHE,47.55686213,7.54545973
CHE,47.237554,8.194744
CHE,47.56488,7.5645956
CHE,47.55686213,7.54545973
CHE,47.26246602,8.17680208
CHE,47.756321,8.496626
CHE,47.04363,7.50302
CHE,47.756321,8.496626
CHE,47.217009,7.75324
CHE,47.04363,7.50302
CHE,47.217009,7.75324
CHE,47.37814375,8.51600705
CHE,47.49978522,8.69415667
CHE,46.773011,7.630969
CHE,46.915843,7.563368
CHE,46.915843,7.563368
CHE,47.392475,8.176
CHE,47.392475,8.176
CHE,47.005479,7.68011176
CHE,46.875382,7.557417
CHE,46.915843,7.563368
CHE,47.49978522,8.69415667
